	Cluster	Week	Overload
4286	3	143	425
4287	3	143	-548
4288	3	143	-901
4289	3	143	-548
4290	1	144	664
4291	1	144	-540
4292	1	144	-348
4293	1	144	-479
4294	1	144	-530
4295	1	144	35
4296	1	144	175
4297	1	144	-1607
4298	1	144	-283
4299	1	144	-723
4300	2	144	-734
4301	2	144	-1511
4302	2	144	-30
4303	2	144	377
4304	2	144	-596
4305	2	144	-96
4306	2	144	-1911
4307	2	144	794
4308	2	144	-177
4309	2	144	-118
4310	3	144	-1282
4311	3	144	699
4312	3	144	-974
4313	3	144	-1250
4314	3	144	-226
4315	3	144	-1291
4316	3	144	384
4317	3	144	-539
4318	3	144	-892
4319	3	144	-511
4320	1	145	686
4321	1	145	-600
4322	1	145	-410
4323	1	145	-444
4324	1	145	-530
4325	1	145	97
4326	1	145	170
4327	1	145	-1601
4328	1	145	-249
4329	1	145	-715
4330	2	145	-720
4331	2	145	-1511
4332	2	145	-22
4333	2	145	422
4334	2	145	-582
4335	2	145	-163
4336	2	145	-1903
4337	2	145	791
4338	2	145	-222
4339	2	145	-76
4340	3	145	-1315
4341	3	145	762
4342	3	145	-917
4343	3	145	-1327
4344	3	145	-237
4345	3	145	-1283
4346	3	145	384
4347	3	145	-539
4348	3	145	-878
4349	3	145	-558
4350	1	146	703
4351	1	146	-616
4352	1	146	-395
4353	1	146	-433
4354	1	146	-519
4355	1	146	92
4356	1	146	190
4357	1	146	-1592
4358	1	146	-249
4359	1	146	-735
4360	2	146	-741
4361	2	146	-1511
4362	2	146	-36
4363	2	146	427
4364	2	146	-607
4365	2	146	-158
4366	2	146	-1903
4367	2	146	771
4368	2	146	-233
4369	2	146	-71
4370	3	146	-1310
4371	3	146	779
4372	3	146	-917
4373	3	146	-1342
4374	3	146	-222
4375	3	146	-1282
4376	3	146	365
4377	3	146	-527
4378	3	146	-866
4379	3	146	-542
4380	1	147	722
4381	1	147	-624
4382	1	147	-388
4383	1	147	-428
4384	1	147	-502
4385	1	147	100
4386	1	147	200
4387	1	147	-1576
4388	1	147	-249
4389	1	147	-745
4390	2	147	-752
4391	2	147	-1511
4392	2	147	-43
4393	2	147	440
4394	2	147	-620
4395	2	147	-155
4396	2	147	-1892
4397	2	147	761
4398	2	147	-227
4399	2	147	-69
4400	3	147	-1307
4401	3	147	798
4402	3	147	-906
4403	3	147	-1349
4404	3	147	-215
4405	3	147	-1282
4406	3	147	355
4407	3	147	-522
4408	3	147	-861
4409	3	147	-523
4410	1	148	706
4411	1	148	-616
4412	1	148	-395
4413	1	148	-433
4414	1	148	-516
4415	1	148	95
4416	1	148	190
4417	1	148	-1589
4418	1	148	-249
4419	1	148	-735
4420	2	148	-741
4421	2	148	-1511
4422	2	148	-36
4423	2	148	430
4424	2	148	-607
4425	2	148	-158
4426	2	148	-1900
4427	2	148	771
4428	2	148	-230
4429	2	148	-71
4430	3	148	-1310
4431	3	148	782
4432	3	148	-914
4433	3	148	-1342
4434	3	148	-222
4435	3	148	-1282
4436	3	148	365
4437	3	148	-527
4438	3	148	-866
4439	3	148	-539
4440	1	149	676
4441	1	149	-612
4442	1	149	-372
4443	1	149	-465
4444	1	149	-526
4445	1	149	62
4446	1	149	174
4447	1	149	-1602
4448	1	149	-270
4449	1	149	-720
4450	2	149	-729
4451	2	149	-1511
4452	2	149	-26
4453	2	149	449
4454	2	149	-540
4455	2	149	-120
4456	2	149	-1905
4457	2	149	795
4458	2	149	-190
4459	2	149	-50
4460	3	149	-1293
4461	3	149	777
4462	3	149	-948
4463	3	149	-1330
4464	3	149	-280
4465	3	149	-1288
4466	3	149	385
4467	3	149	-539
4468	3	149	-886
4469	3	149	-576
4470	1	150	666
4471	1	150	-605
4472	1	150	-379
4473	1	150	-470
4474	1	150	-533
4475	1	150	61
4476	1	150	165
4477	1	150	-1609
4478	1	150	-270
4479	1	150	-711
4480	2	150	-720
4481	2	150	-1511
4482	2	150	-19
4483	2	150	444
4484	2	150	-529
4485	2	150	-122
4486	2	150	-1908
4487	2	150	804
4488	2	150	-188
4489	2	150	-52
4490	3	150	-1295
4491	3	150	767
4492	3	150	-951
4493	3	150	-1323
4494	3	150	-287
4495	3	150	-1288
4496	3	150	394
4497	3	150	-544
4498	3	150	-891
4499	3	150	-586
4500	1	151	652
4501	1	151	-591
4502	1	151	-391
4503	1	151	-479
4504	1	151	-542
4505	1	151	66
4506	1	151	148
4507	1	151	-1616
4508	1	151	-270
4509	1	151	-693
4510	2	151	-701
4511	2	151	-1511
4512	2	151	-6
4513	2	151	441
4514	2	151	-507
4515	2	151	-126
4516	2	151	-1908
4517	2	151	821
4518	2	151	-178
4519	2	151	-55
4520	3	151	-1299
4521	3	151	754
4522	3	151	-951
4523	3	151	-1310
4524	3	151	-299
4525	3	151	-1288
4526	3	151	412
4527	3	151	-553
4528	3	151	-900
4529	3	151	-600
4530	1	152	625
4531	1	152	-565
4532	1	152	-419
4533	1	152	-510
4534	1	152	-535
4535	1	152	61
4536	1	152	124
4537	1	152	-1610
4538	1	152	-270
4539	1	152	-671
4540	2	152	-679
4541	2	152	-1511
4542	2	152	20
4543	2	152	444
4544	2	152	-488
4545	2	152	-123
4546	2	152	-1908
4547	2	152	844
4548	2	152	-149
4549	2	152	-52
4550	3	152	-1296
4551	3	152	726
4552	3	152	-951
4553	3	152	-1284
4554	3	152	-327
4555	3	152	-1288
4556	3	152	434
4557	3	152	-584
4558	3	152	-931
4559	3	152	-627
4560	1	153	631
4561	1	153	-565
4562	1	153	-419
4563	1	153	-510
4564	1	153	-529
4565	1	153	67
4566	1	153	124
4567	1	153	-1604
4568	1	153	-270
4569	1	153	-671
4570	2	153	-679
4571	2	153	-1511
4572	2	153	20
4573	2	153	450
4574	2	153	-488
4575	2	153	-123
4576	2	153	-1902
4577	2	153	844
4578	2	153	-143
4579	2	153	-52
4580	3	153	-1296
4581	3	153	732
4582	3	153	-945
4583	3	153	-1284
4584	3	153	-327
4585	3	153	-1288
4586	3	153	434
4587	3	153	-584
4588	3	153	-931
4589	3	153	-621
4590	1	154	635
4591	1	154	-569
4592	1	154	-429
4593	1	154	-507
4594	1	154	-526
4595	1	154	66
4596	1	154	115
4597	1	154	-1615
4598	1	154	-270
4599	1	154	-661
4600	2	154	-684
4601	2	154	-1511
4602	2	154	31
4603	2	154	437
4604	2	154	-480
4605	2	154	-121
4606	2	154	-1902
4607	2	154	853
4608	2	154	-145
4609	2	154	-65
4610	3	154	-1294
4611	3	154	737
4612	3	154	-945
4613	3	154	-1273
4614	3	154	-337
4615	3	154	-1288
4616	3	154	444
4617	3	154	-581
4618	3	154	-928
4619	3	154	-617
4620	1	155	651
4621	1	155	-590
4622	1	155	-412
4623	1	155	-494
4624	1	155	-516
4625	1	155	52
4626	1	155	140
4627	1	155	-1610
4628	1	155	-270
4629	1	155	-687
4630	2	155	-713
4631	2	155	-1511
4632	2	155	14
4633	2	155	436
4634	2	155	-513
4635	2	155	-114
4636	2	155	-1908
4637	2	155	828
4638	2	155	-165
4639	2	155	-60
4640	3	155	-1287
4641	3	155	752
4642	3	155	-951
4643	3	155	-1291
4644	3	155	-320
4645	3	155	-1287
4646	3	155	419
4647	3	155	-567
4648	3	155	-914
4649	3	155	-602
4650	1	156	381
4651	1	156	-723
4652	1	156	-379
4653	1	156	-597
4654	1	156	-417
4655	1	156	-242
4656	1	156	-71
4657	1	156	-1577
4658	1	156	-202
4659	1	156	-597
4660	2	156	-624
4661	2	156	-1640
4662	2	156	135
4663	2	156	395
4664	2	156	-593
4665	2	156	16
4666	2	156	-1891
4667	2	156	666
4668	2	156	-272
4669	2	156	-313
4670	3	156	-1235
4671	3	156	885
4672	3	156	-1234
4673	3	156	-1276
4674	3	156	-468
4675	3	156	-1252
4676	3	156	484
4677	3	156	-567
4678	3	156	-1004
4679	3	156	-568
4680	1	157	22
4681	1	157	-1219
4682	1	157	-430
4683	1	157	-440
4684	1	157	-547
4685	1	157	-308
4686	1	157	-258
4687	1	157	-1626
4688	1	157	-216
4689	1	157	-1002
4690	2	157	-833
4691	2	157	-1443
4692	2	157	-481
4693	2	157	-259
4694	2	157	-750
4695	2	157	-438
4696	2	157	-2011
4697	2	157	83
4698	2	157	-457
4699	2	157	-377
4700	3	157	-1276
4701	3	157	575
4702	3	157	-1176
4703	3	157	-1388
4704	3	157	-790
4705	3	157	-1341
4706	3	157	182
4707	3	157	-544
4708	3	157	-1414
4709	3	157	-708
4710	1	158	22
4711	1	158	-1219
4712	1	158	-430
4713	1	158	-440
4714	1	158	-547
4715	1	158	-308
4716	1	158	-258
4717	1	158	-1626
4718	1	158	-216
4719	1	158	-1002
4720	2	158	-833
4721	2	158	-1443
4722	2	158	-481
4723	2	158	-259
4724	2	158	-750
4725	2	158	-438
4726	2	158	-2011
4727	2	158	83
4728	2	158	-457
4729	2	158	-377
4730	3	158	-1276
4731	3	158	575
4732	3	158	-1176
4733	3	158	-1388
4734	3	158	-790
4735	3	158	-1341
4736	3	158	182
4737	3	158	-544
4738	3	158	-1414
4739	3	158	-708
4740	1	159	22
4741	1	159	-1219
4742	1	159	-430
4743	1	159	-530
4744	1	159	-547
4745	1	159	-398
4746	1	159	-348
4747	1	159	-1626
4748	1	159	-306
4749	1	159	-1002
4750	2	159	-833
4751	2	159	-1443
4752	2	159	-481
4753	2	159	-259
4754	2	159	-750
4755	2	159	-438
4756	2	159	-2011
4757	2	159	-7
4758	2	159	-457
4759	2	159	-377
4760	3	159	-1366
4761	3	159	485
4762	3	159	-1266
4763	3	159	-1388
4764	3	159	-880
4765	3	159	-1341
4766	3	159	182
4767	3	159	-544
4768	3	159	-1414
4769	3	159	-798
4770	1	160	35
4771	1	160	-1239
4772	1	160	-414
4773	1	160	-518
4774	1	160	-539
4775	1	160	-406
4776	1	160	-332
4777	1	160	-1615
4778	1	160	-306
4779	1	160	-1019
4780	2	160	-853
4781	2	160	-1443
4782	2	160	-497
4783	2	160	-254
4784	2	160	-774
4785	2	160	-431
4786	2	160	-2011
4787	2	160	-31
4788	2	160	-470
4789	2	160	-372
4790	3	160	-1359
4791	3	160	505
4792	3	160	-1266
4793	3	160	-1405
4794	3	160	-864
4795	3	160	-1340
4796	3	160	166
4797	3	160	-531
4798	3	160	-1401
4799	3	160	-786
4800	1	161	43
4801	1	161	-1251
4802	1	161	-673
4803	1	161	-511
4804	1	161	-534
4805	1	161	-411
4806	1	161	-591
4807	1	161	-1609
4808	1	161	-306
4809	1	161	-1029
4810	2	161	-865
4811	2	161	-1443
4812	2	161	-506
4813	2	161	-519
4814	2	161	-1056
4815	2	161	-695
4816	2	161	-2011
4817	2	161	-313
4818	2	161	-746
4819	2	161	-637
4820	3	161	-1623
4821	3	161	249
4822	3	161	-1266
4823	3	161	-1415
4824	3	161	-855
4825	3	161	-1339
4826	3	161	157
4827	3	161	-523
4828	3	161	-1393
4829	3	161	-779
4830	1	162	59
4831	1	162	-1275
4832	1	162	-652
4833	1	162	-496
4834	1	162	-525
4835	1	162	-420
4836	1	162	-570
4837	1	162	-1595
4838	1	162	-306
4839	1	162	-1051
4840	2	162	-889
4841	2	162	-1443
4842	2	162	-527
4843	2	162	-512
4844	2	162	-1086
4845	2	162	-687
4846	2	162	-2011
4847	2	162	-343
4848	2	162	-762
4849	2	162	-630
4850	3	162	-1615
4851	3	162	273
4852	3	162	-1266
4853	3	162	-1437
4854	3	162	-834
4855	3	162	-1338
4856	3	162	136
4857	3	162	-507
4858	3	162	-1377
4859	3	162	-764
4860	1	163	98
4861	1	163	-1307
4862	1	163	-617
4863	1	163	-456
4864	1	163	-534
4865	1	163	-412
4866	1	163	-535
4867	1	163	-1608
4868	1	163	-306
4869	1	163	-1086
4870	2	163	-921
4871	2	163	-1443
4872	2	163	-563
4873	2	163	-518
4874	2	163	-1113
4875	2	163	-695
4876	2	163	-2011
4877	2	163	-370
4878	2	163	-802
4879	2	163	-636
4880	3	163	-1623
4881	3	163	304
4882	3	163	-1266
4883	3	163	-1472
4884	3	163	-799
4885	3	163	-1339
4886	3	163	100
4887	3	163	-468
4888	3	163	-1338
4889	3	163	-724
4890	1	164	98
4891	1	164	-1307
4892	1	164	-617
4893	1	164	-456
4894	1	164	-534
4895	1	164	-412
4896	1	164	-535
4897	1	164	-1608
4898	1	164	-306
4899	1	164	-1086
4900	2	164	-921
4901	2	164	-1443
4902	2	164	-563
4903	2	164	-518
4904	2	164	-1113
4905	2	164	-695
4906	2	164	-2011
4907	2	164	-370
4908	2	164	-802
4909	2	164	-636
4910	3	164	-1623
4911	3	164	304
4912	3	164	-1266
4913	3	164	-1472
4914	3	164	-799
4915	3	164	-1339
4916	3	164	100
4917	3	164	-468
4918	3	164	-1338
4919	3	164	-724
4920	1	165	98
4921	1	165	-1307
4922	1	165	-617
4923	1	165	-456
4924	1	165	-1130
4925	1	165	-412
4926	1	165	-1131
4927	1	165	-1608
4928	1	165	-306
4929	1	165	-1086
4930	2	165	-1517
4931	2	165	-1443
4932	2	165	-1159
4933	2	165	-1114
4934	2	165	-1113
4935	2	165	-1291
4936	2	165	-2011
4937	2	165	-966
4938	2	165	-1398
4939	2	165	-1232
4940	3	165	-1623
4941	3	165	-292
4942	3	165	-1266
4943	3	165	-1472
4944	3	165	-799
4945	3	165	-1339
4946	3	165	100
4947	3	165	-468
4948	3	165	-1338
4949	3	165	-724
4950	1	166	98
4951	1	166	-1305
4952	1	166	-617
4953	1	166	-456
4954	1	166	-1127
4955	1	166	-413
4956	1	166	-1131
4957	1	166	-1608
4958	1	166	-306
4959	1	166	-1087
4960	2	166	-1518
4961	2	166	-1443
4962	2	166	-1157
4963	2	166	-1114
4964	2	166	-1114
4965	2	166	-1288
4966	2	166	-2011
4967	2	166	-964
4968	2	166	-1399
4969	2	166	-1229
4970	3	166	-1620
4971	3	166	-292
4972	3	166	-1266
4973	3	166	-1470
4974	3	166	-799
4975	3	166	-1339
4976	3	166	102
4977	3	166	-468
4978	3	166	-1335
4979	3	166	-724
4980	1	167	91
4981	1	167	-1297
4982	1	167	-606
4983	1	167	-462
4984	1	167	-1130
4985	1	167	-411
4986	1	167	-1120
4987	1	167	-1593
4988	1	167	-306
4989	1	167	-1098
4990	2	167	-1510
4991	2	167	-1443
4992	2	167	-1169
4993	2	167	-1098
4994	2	167	-1123
4995	2	167	-1290
4996	2	167	-2011
4997	2	167	-973
4998	2	167	-1393
4999	2	167	-1213
5000	3	167	-1622
5001	3	167	-301
5002	3	167	-1266
5003	3	167	-1481
5004	3	167	-788
5005	3	167	-1340
5006	3	167	90
5007	3	167	-475
5008	3	167	-1342
5009	3	167	-730
5010	1	168	67
5011	1	168	-1263
5012	1	168	-638
5013	1	168	-485
5014	1	168	-1143
5015	1	168	-399
5016	1	168	-1152
5017	1	168	-1613
5018	1	168	-306
5019	1	168	-1065
5020	2	168	-1475
5021	2	168	-1443
5022	2	168	-1138
5023	2	168	-1108
5024	2	168	-1079
5025	2	168	-1302
5026	2	168	-2011
5027	2	168	-930
5028	2	168	-1369
5029	2	168	-1224
5030	3	168	-1634
5031	3	168	-336
5032	3	168	-1266
5033	3	168	-1449
5034	3	168	-820
5035	3	168	-1341
5036	3	168	121
5037	3	168	-499
5038	3	168	-1367
5039	3	168	-753
5040	1	169	67
5041	1	169	-1263
5042	1	169	-638
5043	1	169	-663
5044	1	169	-1143
5045	1	169	-577
5046	1	169	-1330
5047	1	169	-1613
5048	1	169	-484
5049	1	169	-1065
5050	2	169	-1475
5051	2	169	-1443
5052	2	169	-1138
5053	2	169	-1108
5054	2	169	-1079
5055	2	169	-1302
5056	2	169	-2011
5057	2	169	-1108
5058	2	169	-1369
5059	2	169	-1224
5060	3	169	-1812
5061	3	169	-514
5062	3	169	-1444
5063	3	169	-1449
5064	3	169	-998
5065	3	169	-1341
5066	3	169	121
5067	3	169	-499
5068	3	169	-1367
5069	3	169	-931
5070	1	170	67
5071	1	170	-1263
5072	1	170	-638
5073	1	170	-663
5074	1	170	-1143
5075	1	170	-577
5076	1	170	-1330
5077	1	170	-1613
5078	1	170	-484
5079	1	170	-1065
5080	2	170	-1475
5081	2	170	-1443
5082	2	170	-1138
5083	2	170	-1108
5084	2	170	-1079
5085	2	170	-1302
5086	2	170	-2011
5087	2	170	-1108
5088	2	170	-1369
5089	2	170	-1224
5090	3	170	-1812
5091	3	170	-514
5092	3	170	-1444
5093	3	170	-1449
5094	3	170	-998
5095	3	170	-1341
5096	3	170	121
5097	3	170	-499
5098	3	170	-1367
5099	3	170	-931
5100	1	171	53
5101	1	171	-1242
5102	1	171	-656
5103	1	171	-677
5104	1	171	-1149
5105	1	171	-570
5106	1	171	-1348
5107	1	171	-1623
5108	1	171	-484
5109	1	171	-1046
5110	2	171	-1454
5111	2	171	-1443
5112	2	171	-1119
5113	2	171	-1112
5114	2	171	-1054
5115	2	171	-1308
5116	2	171	-2011
5117	2	171	-1083
5118	2	171	-1354
5119	2	171	-1228
5120	3	171	-1818
5121	3	171	-534
5122	3	171	-1444
5123	3	171	-1430
5124	3	171	-1016
5125	3	171	-1341
5126	3	171	140
5127	3	171	-513
5128	3	171	-1381
5129	3	171	-945
5130	1	172	52
5131	1	172	-1241
5132	1	172	-658
5133	1	172	-678
5134	1	172	-1145
5135	1	172	-574
5136	1	172	-1350
5137	1	172	-1624
5138	1	172	-484
5139	1	172	-1048
5140	2	172	-1457
5141	2	172	-1443
5142	2	172	-1117
5143	2	172	-1113
5144	2	172	-1056
5145	2	172	-1304
5146	2	172	-2011
5147	2	172	-1081
5148	2	172	-1357
5149	2	172	-1225
5150	3	172	-1814
5151	3	172	-535
5152	3	172	-1444
5153	3	172	-1428
5154	3	172	-1018
5155	3	172	-1341
5156	3	172	142
5157	3	172	-514
5158	3	172	-1378
5159	3	172	-946
5160	1	173	39
5161	1	173	-1223
5162	1	173	-674
5163	1	173	-690
5164	1	173	-1151
5165	1	173	-568
5166	1	173	-1366
5167	1	173	-1633
5168	1	173	-484
5169	1	173	-1031
5170	2	173	-1439
5171	2	173	-1443
5172	2	173	-1101
5173	2	173	-1118
5174	2	173	-1034
5175	2	173	-1309
5176	2	173	-2011
5177	2	173	-1059
5178	2	173	-1344
5179	2	173	-1230
5180	3	173	-1819
5181	3	173	-553
5182	3	173	-1444
5183	3	173	-1411
5184	3	173	-1034
5185	3	173	-1342
5186	3	173	158
5187	3	173	-527
5188	3	173	-1391
5189	3	173	-958
5190	1	174	39
5191	1	174	-1223
5192	1	174	-674
5193	1	174	-690
5194	1	174	-1151
5195	1	174	-568
5196	1	174	-1366
5197	1	174	-1633
5198	1	174	-484
5199	1	174	-1031
5200	2	174	-1439
5201	2	174	-1443
5202	2	174	-1101
5203	2	174	-1118
5204	2	174	-1034
5205	2	174	-1309
5206	2	174	-2011
5207	2	174	-1059
5208	2	174	-1344
5209	2	174	-1230
5210	3	174	-1819
5211	3	174	-553
5212	3	174	-1444
5213	3	174	-1411
5214	3	174	-1034
5215	3	174	-1342
5216	3	174	158
5217	3	174	-527
5218	3	174	-1391
5219	3	174	-958
5220	1	175	-259
5221	1	175	-1521
5222	1	175	-674
5223	1	175	-780
5224	1	175	-1449
5225	1	175	-658
5226	1	175	-1456
5227	1	175	-1931
5228	1	175	-872
5229	1	175	-1329
5230	2	175	-1439
5231	2	175	-1443
5232	2	175	-1101
5233	2	175	-1416
5234	2	175	-1034
5235	2	175	-1309
5236	2	175	-2011
5237	2	175	-1149
5238	2	175	-1344
5239	2	175	-1230
5240	3	175	-1909
5241	3	175	-643
5242	3	175	-1832
5243	3	175	-1411
5244	3	175	-1124
5245	3	175	-1640
5246	3	175	-140
5247	3	175	-527
5248	3	175	-1391
5249	3	175	-1048
5250	1	176	-293
5251	1	176	-1492
5252	1	176	-704
5253	1	176	-814
5254	1	176	-1445
5255	1	176	-663
5256	1	176	-1486
5257	1	176	-1923
5258	1	176	-872
5259	1	176	-1300
5260	2	176	-1410
5261	2	176	-1443
5262	2	176	-1072
5263	2	176	-1412
5264	2	176	-1009
5265	2	176	-1305
5266	2	176	-2011
5267	2	176	-1124
5268	2	176	-1311
5269	2	176	-1226
5270	3	176	-1905
5271	3	176	-673
5272	3	176	-1832
5273	3	176	-1382
5274	3	176	-1154
5275	3	176	-1640
5276	3	176	-111
5277	3	176	-561
5278	3	176	-1425
5279	3	176	-1082
5280	1	177	-293
5281	1	177	-1492
5282	1	177	-704
5283	1	177	-814
5284	1	177	-1445
5285	1	177	-663
5286	1	177	-1486
5287	1	177	-1923
5288	1	177	-872
5289	1	177	-1300
5290	2	177	-1410
5291	2	177	-1443
5292	2	177	-1072
5293	2	177	-1412
5294	2	177	-1009
5295	2	177	-1305
5296	2	177	-2011
5297	2	177	-1124
5298	2	177	-1311
5299	2	177	-1226
5300	3	177	-1905
5301	3	177	-673
5302	3	177	-1832
5303	3	177	-1382
5304	3	177	-1154
5305	3	177	-1640
5306	3	177	-111
5307	3	177	-561
5308	3	177	-1425
5309	3	177	-1082
5310	1	178	-293
5311	1	178	-1492
5312	1	178	-704
5313	1	178	-903
5314	1	178	-1445
5315	1	178	-752
5316	1	178	-1575
5317	1	178	-1923
5318	1	178	-961
5319	1	178	-1300
5320	2	178	-1410
5321	2	178	-1443
5322	2	178	-1072
5323	2	178	-1412
5324	2	178	-1009
5325	2	178	-1305
5326	2	178	-2011
5327	2	178	-1213
5328	2	178	-1311
5329	2	178	-1226
5330	3	178	-1994
5331	3	178	-762
5332	3	178	-1921
5333	3	178	-1382
5334	3	178	-1243
5335	3	178	-1640
5336	3	178	-111
5337	3	178	-561
5338	3	178	-1425
5339	3	178	-1171
5340	1	179	-155
5341	1	179	-1702
5342	1	179	-652
5343	1	179	-773
5344	1	179	-1360
5345	1	179	-837
5346	1	179	-1523
5347	1	179	-1929
5348	1	179	-961
5349	1	179	-1365
5350	2	179	-1625
5351	2	179	-1443
5352	2	179	-1124
5353	2	179	-1482
5354	2	179	-1146
5355	2	179	-1228
5356	2	179	-2011
5357	2	179	-1345
5358	2	179	-1454
5359	2	179	-1291
5360	3	179	-1917
5361	3	179	-552
5362	3	179	-1921
5363	3	179	-1442
5364	3	179	-1191
5365	3	179	-1632
5366	3	179	-163
5367	3	179	-423
5368	3	179	-1282
5369	3	179	-1041
5370	1	180	-155
5371	1	180	-1702
5372	1	180	-652
5373	1	180	-773
5374	1	180	-1360
5375	1	180	-837
5376	1	180	-1523
5377	1	180	-1929
5378	1	180	-961
5379	1	180	-1365
5380	2	180	-1625
5381	2	180	-1443
5382	2	180	-1124
5383	2	180	-1482
5384	2	180	-1146
5385	2	180	-1228
5386	2	180	-2011
5387	2	180	-1345
5388	2	180	-1454
5389	2	180	-1291
5390	3	180	-1917
5391	3	180	-552
5392	3	180	-1921
5393	3	180	-1442
5394	3	180	-1191
5395	3	180	-1632
5396	3	180	-163
5397	3	180	-423
5398	3	180	-1282
5399	3	180	-1041
5400	1	181	-121
5401	1	181	-1658
5402	1	181	-620
5403	1	181	-741
5404	1	181	-1432
5405	1	181	-764
5406	1	181	-1491
5407	1	181	-2006
5408	1	181	-961
5409	1	181	-1401
5410	2	181	-1584
5411	2	181	-1443
5412	2	181	-1155
5413	2	181	-1480
5414	2	181	-1105
5415	2	181	-1302
5416	2	181	-2011
5417	2	181	-1301
5418	2	181	-1490
5419	2	181	-1286
5420	3	181	-1991
5421	3	181	-595
5422	3	181	-1921
5423	3	181	-1475
5424	3	181	-1159
5425	3	181	-1630
5426	3	181	-194
5427	3	181	-389
5428	3	181	-1245
5429	3	181	-1009
5430	1	182	-121
5431	1	182	-1657
5432	1	182	-620
5433	1	182	-741
5434	1	182	-1430
5435	1	182	-765
5436	1	182	-1491
5437	1	182	-2006
5438	1	182	-961
5439	1	182	-1402
5440	2	182	-1585
5441	2	182	-1443
5442	2	182	-1154
5443	2	182	-1480
5444	2	182	-1106
5445	2	182	-1300
5446	2	182	-2011
5447	2	182	-1300
5448	2	182	-1491
5449	2	182	-1284
5450	3	182	-1989
5451	3	182	-595
5452	3	182	-1921
5453	3	182	-1474
5454	3	182	-1159
5455	3	182	-1630
5456	3	182	-193
5457	3	182	-389
5458	3	182	-1243
5459	3	182	-1009
5460	1	183	-122
5461	1	183	-1657
5462	1	183	-621
5463	1	183	-742
5464	1	183	-1429
5465	1	183	-767
5466	1	183	-1492
5467	1	183	-2006
5468	1	183	-961
5469	1	183	-1403
5470	2	183	-1586
5471	2	183	-1443
5472	2	183	-1154
5473	2	183	-1480
5474	2	183	-1107
5475	2	183	-1299
5476	2	183	-2011
5477	2	183	-1300
5478	2	183	-1492
5479	2	183	-1283
5480	3	183	-1988
5481	3	183	-596
5482	3	183	-1921
5483	3	183	-1474
5484	3	183	-1160
5485	3	183	-1630
5486	3	183	-193
5487	3	183	-390
5488	3	183	-1243
5489	3	183	-1010
5490	1	184	-123
5491	1	184	-1657
5492	1	184	-622
5493	1	184	-743
5494	1	184	-1428
5495	1	184	-769
5496	1	184	-1493
5497	1	184	-2006
5498	1	184	-961
5499	1	184	-1404
5500	2	184	-1587
5501	2	184	-1443
5502	2	184	-1154
5503	2	184	-1480
5504	2	184	-1108
5505	2	184	-1298
5506	2	184	-2011
5507	2	184	-1300
5508	2	184	-1493
5509	2	184	-1282
5510	3	184	-1987
5511	3	184	-597
5512	3	184	-1921
5513	3	184	-1474
5514	3	184	-1161
5515	3	184	-1630
5516	3	184	-193
5517	3	184	-391
5518	3	184	-1243
5519	3	184	-1011
5520	1	185	199
5521	1	185	-2061
5522	1	185	-319
5523	1	185	-440
5524	1	185	-1305
5525	1	185	-890
5526	1	185	-1190
5527	1	185	-1922
5528	1	185	-961
5529	1	185	-1744
5530	2	185	-2011
5531	2	185	-1443
5532	2	185	-1455
5533	2	185	-1461
5534	2	185	-1532
5535	2	185	-1194
5536	2	185	-2011
5537	2	185	-1704
5538	2	185	-1833
5539	2	185	-1243
5540	3	185	-1883
5541	3	185	-191
5542	3	185	-1921
5543	3	185	-1794
5544	3	185	-858
5545	3	185	-1611
5546	3	185	-494
5547	3	185	-69
5548	3	185	-901
5549	3	185	-708
5550	1	186	197
5551	1	186	-2058
5552	1	186	-321
5553	1	186	-442
5554	1	186	-1303
5555	1	186	-892
5556	1	186	-1192
5557	1	186	-1923
5558	1	186	-961
5559	1	186	-1745
5560	2	186	-2011
5561	2	186	-1443
5562	2	186	-1453
5563	2	186	-1461
5564	2	186	-1532
5565	2	186	-1192
5566	2	186	-2011
5567	2	186	-1701
5568	2	186	-1834
5569	2	186	-1240
5570	3	186	-1881
5571	3	186	-194
5572	3	186	-1921
5573	3	186	-1792
5574	3	186	-860
5575	3	186	-1611
5576	3	186	-492
5577	3	186	-71
5578	3	186	-900
5579	3	186	-710
5580	1	187	195
5581	1	187	-2056
5582	1	187	-323
5583	1	187	-444
5584	1	187	-1301
5585	1	187	-894
5586	1	187	-1194
5587	1	187	-1923
5588	1	187	-961
5589	1	187	-1745
5590	2	187	-2011
5591	2	187	-1443
5592	2	187	-1451
5593	2	187	-1461
5594	2	187	-1532
5595	2	187	-1190
5596	2	187	-2011
5597	2	187	-1699
5598	2	187	-1834
5599	2	187	-1238
5600	3	187	-1879
5601	3	187	-196
5602	3	187	-1921
5603	3	187	-1790
5604	3	187	-862
5605	3	187	-1611
5606	3	187	-490
5607	3	187	-73
5608	3	187	-900
5609	3	187	-712
5610	1	188	192
5611	1	188	-2053
5612	1	188	-325
5613	1	188	-446
5614	1	188	-1300
5615	1	188	-896
5616	1	188	-1196
5617	1	188	-1924
5618	1	188	-961
5619	1	188	-1746
5620	2	188	-2011
5621	2	188	-1443
5622	2	188	-1450
5623	2	188	-1462
5624	2	188	-1532
5625	2	188	-1188
5626	2	188	-2011
5627	2	188	-1696
5628	2	188	-1835
5629	2	188	-1236
5630	3	188	-1877
5631	3	188	-200
5632	3	188	-1921
